Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
93,2008-02-18,33.33183288574219,34.27921047118772,33.04762110922874,34.27921047118772,6977153
94,2008-02-19,32.96867752075195,34.01079107528152,32.71604360729015,33.93184311117474,7226542
95,2008-02-20,32.147621154785156,32.66867905661935,31.784461339058954,32.65288903384847,5604999
96,2008-02-21,32.36867141723633,32.9213071244457,31.97393162637249,32.66867322997276,3874365
97,2008-02-22,31.958139419555664,32.1634032401187,30.963393929687935,31.294975759643844,2691220
98,2008-02-25,32.2265510559082,32.62129069582478,31.452861789991633,32.33707901172469,6270186
99,2008-02-26,32.352874755859375,32.810772390943775,32.19497887192683,32.526560656505175,7139423
100,2008-02-27,34.24763107299805,35.9371160277963,32.82656788067785,32.82656788067785,43223132
101,2008-02-28,35.21080017089844,35.47922410255052,34.10552868555551,34.57921646498819,35763847
102,2008-02-29,34.70553207397461,35.684487667003,34.13710845644902,34.989746024337954,16477462
103,2008-03-03,33.25288772583008,34.35816131144272,32.87393794477458,33.18972978592091,10049153
104,2008-03-04,32.40024185180664,33.600250967917994,31.57918456090935,33.473935120579924,11485198
105,2008-03-05,33.0002555847168,33.158151503464715,31.61077021477484,32.55814572726235,8581053
106,2008-03-07,31.310773849487305,32.52657349218854,30.000236210720896,32.52657349218854,14251925
107,2008-03-10,31.199682235717773,31.421856502515688,29.406415897153373,31.358378448067015,11713659
108,2008-03-11,33.77055740356445,34.087949787537454,30.215763133557854,30.945763894731858,19665129
109,2008-03-12,32.913604736328125,34.91317757095696,32.596212291226884,34.69100328987715,12262350
110,2008-03-13,28.390756607055664,32.37403386614789,27.613145646585846,32.05664146167408,47000084
111,2008-03-14,30.34272003173828,30.46967612771611,28.597061873541065,29.184236508007178,35798540
112,2008-03-17,29.15249252319336,29.771407129713396,28.533577916673323,29.771407129713396,19211273
113,2008-03-18,29.406408309936523,29.97771495748065,28.628795348094876,29.104883862305886,12632937
114,2008-03-19,29.580978393554688,32.94533637537359,29.390542102009054,30.787067731827488,16449023
115,2008-03-24,29.86663246154785,30.691853570907345,29.21597760445152,30.691853570907345,11636914
116,2008-03-25,30.993370056152344,31.183804170561718,30.088801017230416,30.64423761771995,13232423
117,2008-03-26,30.802940368652344,31.54881339532082,30.469677906684403,30.787070317614813,11448313
118,2008-03-27,31.358369827270508,31.659894269805452,30.342714777942277,30.342714777942277,17425122
119,2008-03-28,31.421855926513672,31.659902393128984,30.596636928897983,31.501204031233744,11599511
120,2008-03-31,31.199682235717773,31.564684815594116,30.787071653118712,31.421856502515688,9914705
121,2008-04-01,31.263158798217773,31.70750946306332,30.86641828627802,31.421855002993677,6034588
122,2008-04-02,31.770984649658203,32.69142384583445,31.421852169650865,31.421852169650865,6087024
123,2008-04-03,31.517078399658203,31.993167093189935,31.263163999283528,31.850340915621494,3883474
124,2008-04-04,31.358369827270508,31.72337230680324,30.755325247109713,31.72337230680324,5906537
125,2008-04-07,31.231416702270508,31.54880906968345,30.866414188272778,31.405982934838576,4088729
126,2008-04-08,30.437942504882812,31.24729365099338,30.215768229125363,31.183813441529633,5753811
127,2008-04-09,30.51728630065918,30.78706854292568,30.1681538077791,30.533156350781898,3776374
128,2008-04-10,31.120336532592773,31.34251081654654,30.358595515478353,30.469681581227583,7075297
129,2008-04-11,31.263158798217773,31.58055120776958,30.945766388665973,31.421855002993677,4012660
130,2008-04-15,31.7392578125,31.89795405851339,30.533165912307133,31.072732718261534,6362785
131,2008-04-16,31.31077003479004,32.27881734791819,31.18381177510227,32.056643084033475,4725794
132,2008-04-17,32.51685333251953,33.26272403821617,31.437718087695373,31.786850521820305,14831167
133,2008-04-21,33.040557861328125,33.61186464126549,32.69142749480618,33.00881991116526,7639361
134,2008-04-22,33.58012390136719,33.96099651573399,32.69142687439142,33.00881928472706,8814769
135,2008-04-23,33.611854553222656,34.00859495459644,33.167506164665795,33.643594646314334,5265604
136,2008-04-24,32.42164611816406,34.0244784014705,32.13599377765432,33.961000342741144,8801780
137,2008-04-25,32.69143295288086,33.1516516029474,32.24708220431747,33.00882542223095,4095990
138,2008-04-28,32.81838607788086,33.45317095851997,32.691429962735135,32.72316791529395,4708244
139,2008-04-29,33.278594970703125,33.59598731836509,32.85011659283224,33.00881276666322,6497143
140,2008-04-30,33.50078201293945,33.929262707354695,33.32621787683848,33.611870238145016,6331377
141,2008-05-02,33.80229568481445,34.75447278551855,33.73881548947038,34.00859986231844,5658418
142,2008-05-05,33.643611907958984,34.4370931178207,33.42143544723327,34.24665676647167,7642293
143,2008-05-06,33.357948303222656,34.02447319910701,33.167514156152095,33.37381835359227,5061166
144,2008-05-07,32.88187026977539,33.54839537977304,32.37404356199895,33.326221060592374,4303106
145,2008-05-08,32.4851188659668,32.81838131038061,32.29468472091243,32.62794501287131,3642073
146,2008-05-09,32.29469680786133,33.13578610633654,31.802737982215785,32.0566524231092,8621761
147,2008-05-12,32.29469680786133,32.53274119261345,31.580561501149212,32.29469680786133,4890395
148,2008-05-13,32.389896392822266,32.62794065670003,32.12011418523359,32.437506537070604,5056766
149,2008-05-14,32.43751525878906,32.6120815297273,31.739252327491357,31.739252327491357,2982486
150,2008-05-15,32.4533805847168,32.81838097333026,31.739247705073588,31.739247705073588,2646760
151,2008-05-16,32.707298278808594,32.802516442606645,32.3105577233628,32.69143037855498,4422288
152,2008-05-20,32.64382553100586,32.77078382087556,32.31056297972436,32.37404320088702,3464912
153,2008-05-21,32.85012435913086,33.326212993178835,31.897947091034908,31.897947091034908,3419088
154,2008-05-22,32.40576934814453,32.564465538300254,32.05663902127485,32.05663902127485,3558000
155,2008-05-23,31.866201400756836,32.65968231838432,31.73924531491834,32.21533386549483,4417028
156,2008-05-26,31.628158569335938,31.8185948592421,30.15228270370028,30.15228270370028,2605807
157,2008-05-27,30.675987243652344,32.02490512107559,30.533161075357402,31.675772574172182,3316550
158,2008-05-28,31.802736282348633,31.99317048849812,30.247511760288585,30.787078573062228,4505700
159,2008-05-29,32.32642364501953,32.69142620085849,31.39011648431088,32.135989494214634,11026212
160,2008-05-30,31.29488754272461,32.53271878222031,31.167931485960345,32.40576057300179,4023430
161,2008-06-02,29.961856842041016,31.739255530585986,29.517506093677053,31.104468439715262,4431595
162,2008-06-03,28.85097885131836,29.83489406609048,28.58119443217231,29.517501644721065,6240766
163,2008-06-04,27.9622802734375,29.025543617600626,27.787714007244997,28.724021240970938,5762089
164,2008-06-05,27.91466522216797,28.120971556016524,26.978358152646205,27.93053527130321,9721099
165,2008-06-06,27.61315155029297,28.77163536577983,27.216410959877354,27.77184778645921,6317089
166,2008-06-09,27.232271194458008,27.898796007000094,26.026179804000968,27.295749235544232,6500809
167,2008-06-10,27.041847229003906,27.264023702629114,26.42293227986887,26.978369159020563,6717902
168,2008-06-11,27.168790817260742,27.61313921911167,26.978354557922057,27.295746888516863,2586175
169,2008-06-12,27.35923194885254,27.5179281548965,26.0261842485743,26.81966527879409,3244212
170,2008-06-13,27.184659957885742,27.58140035790106,26.89900557840205,27.311616024908872,4248430
171,2008-06-16,28.136850357055664,28.565328902255732,27.327499123959374,27.42271729593343,4354615
172,2008-06-17,28.97792625427246,29.200100452001642,27.644878915442913,28.533577858814102,4736084
173,2008-06-18,28.946182250976562,29.580968969748827,28.88270422483559,28.88270422483559,5055019
174,2008-06-19,28.32727813720703,28.88271483681178,27.86705958802552,28.374888288646133,4221271
175,2008-06-20,27.676624298095703,28.676411685375474,27.311623886005417,28.565323480414925,3837789
176,2008-06-23,26.70857810974121,27.54966932587737,26.4387958404733,27.454451168065997,4516050
177,2008-06-24,25.883358001708984,27.105319644890063,25.61357359141029,26.708576978734026,5238203
178,2008-06-25,25.16922378540039,25.69292037562836,24.597917044498555,25.391398031180287,3933879
179,2008-06-26,26.59748649597168,27.740099846085055,25.3120470152078,25.3120470152078,18253250
180,2008-06-27,25.423141479492188,26.280102852476706,25.2803153014799,25.70879598797216,6821283
181,2008-06-30,24.915306091308594,25.6453089314565,24.201173299252858,25.40726466743792,4596315
182,2008-07-01,23.15378189086914,24.91531016296635,22.265082729477708,24.91531016296635,6202295
183,2008-07-02,24.169437408447266,24.423351764738022,22.423779168573944,23.169652186592735,5245963
184,2008-07-03,23.53465461730957,24.16943948638377,22.852261744036884,23.963135264916737,4726793
185,2008-07-04,23.852039337158203,24.312257787893195,23.010950518658202,23.169646684598163,4862814
186,2008-07-07,24.3757381439209,25.35965532738213,24.16943396954421,24.16943396954421,5528014
187,2008-07-08,25.089876174926758,25.708790926090263,22.534864765150676,22.534864765150676,8354280
188,2008-07-09,26.83553123474121,26.94661727054703,25.42313349452027,25.42313349452027,6860769
189,2008-07-10,28.00988006591797,28.343142448691957,26.089656005605487,26.83552885503039,7216175
190,2008-07-11,26.676837921142578,28.628800306498647,26.470531571113547,28.27966996041522,6040791
191,2008-07-14,26.692703247070312,27.644882501112892,26.026180567431677,26.026180567431677,5942149
192,2008-07-15,25.581836700439453,26.31183976777242,25.391402521432145,26.0261874230338,3693378
193,2008-07-16,24.883569717407227,26.026183216599513,24.455089117096378,25.58183256582253,6973872
194,2008-07-17,26.153141021728516,26.34357733483686,25.391400074205357,25.391400074205357,5038238
195,2008-07-18,27.61315155029297,27.835325850434618,25.851622898356556,26.629234025080066,5983177
196,2008-07-21,29.16836929321289,29.34293554361037,27.629015293055506,28.08923384231798,8754188
197,2008-07-22,30.35859489440918,30.62837717924271,28.91445884957056,29.168373234232615,12631056
198,2008-07-23,32.5009880065918,33.13577277725106,31.13620031918341,31.70750704326772,12798869
199,2008-07-24,31.358369827270508,33.10402768320966,29.406407812974916,29.406407812974916,10764301
200,2008-07-25,31.421855926513672,32.437513388894665,30.231634355712597,31.02511540291331,10710381
201,2008-07-28,31.16794776916504,32.04077703466448,30.818815201983114,31.42186001534603,5533881
202,2008-07-29,29.91424560546875,30.94577109333436,29.67620126211515,30.469682406627154,5145929
203,2008-07-30,31.16794776916504,31.42186001534603,30.184030281619883,30.184030281619883,7354746
204,2008-07-31,30.07293128967285,31.70750316569856,29.676190856528933,31.70750316569856,6006517
205,2008-08-01,30.945768356323242,31.072726619689504,28.565325133326493,29.596850529958417,4699412
206,2008-08-04,31.136201858520508,31.70750861084955,30.32685080542561,30.32685080542561,4301346
207,2008-08-05,32.5327262878418,32.77077056353465,30.945762297434715,31.26315466502518,9161115
208,2008-08-06,31.707521438598633,33.691224747517396,31.485347098490898,33.691224747517396,8616591
209,2008-08-07,31.628158569335938,32.34229142780178,30.644241325578832,30.644241325578832,4809365
210,2008-08-08,31.088581085205078,31.866191717699508,30.977492929511264,31.26314511207523,4883824
211,2008-08-11,31.374252319335938,31.834470960685344,31.13620797183224,31.485340542486494,2714705
212,2008-08-12,30.834686279296875,31.739255681831324,30.5966419262568,31.58055729401583,5801276
213,2008-08-13,30.96163558959961,31.263157939904684,30.23163263718129,30.469676937809766,2754609
214,2008-08-14,30.215763092041016,31.104460043980442,30.15228289336975,30.787067660443547,2566362
215,2008-08-18,29.86663246154785,30.787069569909985,29.58098015962995,30.152284763465758,2963058
216,2008-08-19,29.311199188232422,29.993592074085754,28.708152260020988,29.819027953836233,2941144
217,2008-08-20,29.644460678100586,29.8825050003377,29.43815430735532,29.51750241476769,3319410
218,2008-08-21,29.327072143554688,29.8190309053424,28.9779395635878,29.517506335163976,4138486
219,2008-08-22,29.025541305541992,30.34272107056854,28.279670449340085,30.34272107056854,4139879
220,2008-08-25,29.34293556213379,29.73967606217171,29.136629210641086,29.73967606217171,2034227
221,2008-08-26,29.390539169311523,29.48575730558312,28.85097260037868,29.041406720467222,1489491
222,2008-08-27,28.80337905883789,29.755556665498062,28.644682791061193,29.549252378370714,4297168
223,2008-08-28,28.37488555908203,29.200104427638667,28.009883042980746,28.882712058396557,7382078
224,2008-08-29,29.549236297607422,29.660324485579014,28.755755390538106,28.88271147468731,2219080
225,2008-09-01,29.53325653076172,29.661174446828017,28.94163128924074,29.485285685665406,3417069
226,2008-09-02,31.084260940551758,31.212178808435212,29.485274579441903,29.741112483969925,5030404
227,2008-09-04,30.428686141967773,30.988330777650848,30.172848160474587,30.73249279615766,2813325
228,2008-09-05,29.757104873657227,30.092892011657757,29.421317735656693,30.060911458034365,3330688
229,2008-09-08,31.324106216430664,32.58730319974636,31.020297507696714,31.34009432214428,8377948
230,2008-09-09,31.43604278564453,31.69188074408134,30.716499747469385,31.324115169852004,3737279
231,2008-09-10,31.164216995239258,31.69188102710876,30.86040819695397,31.276144612031366,3847698
232,2008-09-11,30.33273696899414,31.020299292103246,30.09288934436151,31.020299292103246,2567354
233,2008-09-12,30.63655662536621,31.468029613767172,30.140870888771865,30.540617100741173,6093354
234,2008-09-15,28.70177459716797,29.980962032973395,27.838323511751558,29.517257021246177,6770268
235,2008-09-16,29.261415481567383,29.517253370841193,27.182736155454283,27.5824821797068,4654621
236,2008-09-17,28.509899139404297,29.677156862604203,28.14213143285704,29.677156862604203,4674190
237,2008-09-18,28.445932388305664,29.00557680710956,26.399233667041507,28.14212585185002,6603710
238,2008-09-19,30.17283821105957,30.3327366256715,28.78172113643132,29.11750824086859,9821730
239,2008-09-22,29.517263412475586,32.29949842278519,29.277415716329017,31.02030854124176,4162514
240,2008-09-23,29.165477752685547,29.821061705564045,28.621823560820854,29.165477752685547,6569683
241,2008-09-24,29.837066650390625,30.156863646214333,28.87767566291951,29.261431624155524,5730103
242,2008-09-25,28.909648895263672,30.044928376155514,28.22208422742924,29.91700830902366,10926783
243,2008-09-26,28.445932388305664,29.069537904267314,27.950249066659527,29.069537904267314,4967945
244,2008-09-29,27.390613555908203,29.261424205940695,26.86294734531317,29.261424205940695,7859964
245,2008-09-30,27.438581466674805,28.461931131818073,25.903555884579117,25.903555884579117,6616439
246,2008-10-01,28.350004196166992,28.6218302714507,27.23071282988492,27.790359597406766,3743739
247,2008-10-03,28.74974250793457,29.10151771580403,27.982228823130146,28.49390461299976,4681406
248,2008-10-06,28.158126831054688,28.78173041533168,27.58249191912141,28.429955091033715,5560277
249,2008-10-07,29.085535049438477,29.709140759213742,28.1421345982884,28.1421345982884,9928258
250,2008-10-08,28.861671447753906,29.101519078846458,26.894919571538292,28.11015017158725,9985473
251,2008-10-10,28.685789108276367,29.341373212299313,26.559140508805577,28.749750225751082,9025179
252,2008-10-13,29.261415481567383,29.4852728213966,28.637812117485648,28.829691076631253,6805621
253,2008-10-14,28.557863235473633,30.34872631187451,28.334005893113776,29.421314223867945,5099383
254,2008-10-15,28.318021774291992,28.92563500260993,28.01421516013302,28.397970997426533,5495022
255,2008-10-16,27.23070526123047,27.918269735573062,26.703041367994473,27.918269735573062,6651066
256,2008-10-17,25.18401527404785,27.98223847046591,24.81624749554727,27.790361609682883,5586092
257,2008-10-20,25.471818923950195,26.47918007264281,24.672326981540518,25.27994215902829,7922965
258,2008-10-21,25.679702758789062,27.022849553414684,24.94416931902015,25.727671435154935,8047276
259,2008-10-22,24.27259635925293,25.615743238095778,24.032748624860915,25.423866351839408,5408099
260,2008-10-23,23.08934783935547,23.888840282804974,22.737570296732862,23.664982832391523,6641370
261,2008-10-24,20.099241256713867,22.70558523918918,19.82741301221744,22.385788325081208,9905588
262,2008-10-27,18.54822540283203,19.827413062508498,16.62944391331733,19.731473554280438,12878172
263,2008-10-29,20.994672775268555,22.321829083947115,19.18781893294291,21.106600392484882,13094201
264,2008-10-31,22.337814331054688,23.025378833756736,21.234515674115475,22.097966702643504,8097887
265,2008-11-03,23.0253849029541,23.632998187583755,22.225890428752525,23.601017627861488,4951148
266,2008-11-04,24.032737731933594,24.224616699982178,22.59365197785247,22.70557956857991,4515828
267,2008-11-05,23.153303146362305,25.200004779781263,22.705586147444855,25.200004779781263,6145587
268,2008-11-06,22.385786056518555,23.90482341335467,21.922081011805922,22.705582938218495,4896229
269,2008-11-07,24.128684997558594,24.848228106654783,22.065993016473417,22.225891485161462,8250147
270,2008-11-10,24.67232894897461,25.231973353288847,24.128674818535806,24.880196003072694,3775177
271,2008-11-11,24.384511947631836,25.407861250434667,23.824867560453324,24.78425793847363,8900004
272,2008-11-12,23.361169815063477,24.912185747076983,23.073353454102584,24.912185747076983,5705390
273,2008-11-14,23.281217575073242,24.30456932343612,22.99340125132205,23.15329969090858,4038880
274,2008-11-17,24.240604400634766,25.040098641604267,22.065985530475547,25.040098641604267,5361538
275,2008-11-18,22.929445266723633,24.176652388861154,22.48172827687713,24.176652388861154,6392448
276,2008-11-19,22.369802474975586,23.744929778356298,22.081983921935805,23.025386648899605,5606729
277,2008-11-20,22.129947662353516,22.545681824263227,21.186545238183097,22.385783402371445,5080395
278,2008-11-21,23.53705596923828,24.272589239372156,21.42639565820393,21.986040207624704,8350092
279,2008-11-24,24.128684997558594,24.512440888657537,22.929446482398273,24.240612624383154,5420119
280,2008-11-25,23.53705596923828,24.67233534610128,23.34517913926516,24.384519016760883,5453771
281,2008-11-26,24.064716339111328,24.4324818012781,23.105325913882282,23.792888184458736,5246053
282,2008-11-27,24.064716339111328,24.064716339111328,24.064716339111328,24.064716339111328,0
283,2008-11-28,23.68096351623535,24.144670722955354,22.737563162713716,23.345178530350346,8464961
284,2008-12-01,23.489091873168945,25.072086329997198,23.39315235513896,24.144676049485007,5733003
285,2008-12-02,23.281217575073242,23.537055512163963,22.545684319222946,23.313198130495103,5879324
286,2008-12-03,23.984771728515625,24.28857832091163,22.785533467404044,23.505076424070992,6430656
287,2008-12-04,25.13604164123535,25.26396170298188,21.26649826892014,21.26649826892014,4648185
288,2008-12-05,24.83222770690918,26.031465733380404,24.000755141051435,24.000755141051435,5338962
289,2008-12-08,24.89618492126465,25.711667156897455,23.824866992599453,25.50380011411845,11709287
290,2008-12-10,24.49644660949707,26.06345264811556,24.1446713370605,26.06345264811556,11172070
291,2008-12-11,24.224624633789062,24.928177465785982,23.84086657200729,24.928177465785982,9867592
292,2008-12-12,23.473098754882812,23.74492699498537,22.961422833076213,23.632997209352176,9847702
293,2008-12-15,23.856853485107422,24.38451966119182,23.664976650063405,24.272589880845025,5741641
294,2008-12-16,24.768278121948242,25.072084769499252,22.705586203352947,23.984776082865622,9183505
295,2008-12-17,24.736295700073242,25.423860344114242,24.08071161389891,25.423860344114242,8720755
296,2008-12-18,25.471818923950195,25.743647051873765,24.176641543494377,24.176641543494377,12640018
297,2008-12-19,26.703054428100586,27.022851409200157,25.439856786509687,26.223358956451225,10050607
298,2008-12-22,26.719039916992188,26.942897329845096,25.79162753694201,25.79162753694201,6524631
299,2008-12-23,26.175378799438477,26.974870967868878,25.983501980271964,26.543146498173243,5151765
300,2008-12-24,25.727663040161133,26.527155177129117,21.586292035658,21.586292035658,13318746
301,2008-12-26,25.775630950927734,27.134767544228964,25.104058876670884,27.134767544228964,5480531
302,2008-12-29,26.31930160522461,26.5271688000814,25.26397100871259,26.063463556257705,3418418
303,2008-12-30,26.27132225036621,26.703048953849454,25.295941224217813,26.2553319708369,4868199
304,2008-12-31,26.59112548828125,26.99087172775058,25.999502355123937,26.99087172775058,4396180
305,2009-01-02,26.97486686706543,27.422583714579925,26.463193258312977,27.422583714579925,3976548
306,2009-01-05,26.36725616455078,27.422586195679177,26.031469040724314,27.422586195679177,4505326
