Price,Close,High,Low,Open,Volume
Ticker,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS,SBIN.NS
Date,,,,,
2000-01-03,15.532901763916016,15.532901763916016,14.933642295635279,15.045207086181444,25152894
2000-01-04,16.51785659790039,16.70273389562552,15.226901275869839,15.532905834468593,47648560
2000-01-05,15.838907241821289,16.874859717150134,15.618967256379918,15.873969951277372,36396207
2000-01-06,16.638975143432617,17.085231645905456,16.065218624164846,16.065218624164846,70573968
2000-01-07,17.423120498657227,17.84387566336801,16.256478132212965,16.67086048372657,83453217
2000-01-10,17.180858612060547,18.47819013294586,16.906731106460374,17.850243416777257,58497022
2000-01-11,15.80703353881836,17.021486663105897,15.807033538818358,17.008737172192063,25729224
2000-01-12,15.60303020477295,16.033349045882197,15.083461060369133,15.555216713818899,29729836
2000-01-13,15.587092399597168,16.294727169651846,15.497840807420031,15.682718092920911,34199308
2000-01-14,15.249214172363281,15.618970079915407,15.179088740774118,15.618970079915407,15967246
2000-01-17,15.038830757141113,16.001469275142746,14.809328379240652,15.580712982551157,46484261
2000-01-18,15.073899269104004,15.363966013949154,14.901771452783647,15.102587882860114,28686319
2000-01-19,15.552026748657227,15.778342092525435,15.3002111388069,15.357587059451262,26623142
2000-01-20,15.153582572937012,15.606213228715431,15.061143954186159,15.491461395528761,12278096
2000-01-21,15.137650489807129,15.284278031034509,15.013336171480985,15.220526702024559,12491796
2000-01-24,14.55433177947998,15.322529719986061,14.477830948312643,15.086651835035378,19667143
2000-01-25,14.334386825561523,14.528825243955678,14.190946366356721,14.407699291557801,23597920
2000-01-26,14.334386825561523,14.334386825561523,14.334386825561523,14.334386825561523,0
2000-01-27,14.672264099121094,15.013331278436214,14.535200332907124,14.598950352401332,21205095
2000-01-28,15.842098236083984,15.848474915967056,14.834835407375499,14.834835407375499,52762279
2000-01-31,15.599841117858887,16.368038768459744,15.459589002611496,15.682716020460344,51181391
2000-02-01,15.71459674835205,15.98235028717087,15.47553182511459,15.618971036804837,23279485
2000-02-02,15.778343200683594,16.492353275806668,15.682716229980713,16.383976815586475,24676879
2000-02-03,16.498727798461914,16.887608472501352,15.84846907129075,15.93771935944009,77717350
2000-02-04,16.3138484954834,16.878043958234667,16.224598211494133,16.575227825170273,33982238
2000-02-07,15.771970748901367,16.49235634731574,15.529717515571065,16.49235634731574,21819083
2000-02-08,15.446839332580566,15.842094150504883,15.351212356295608,15.746468462958454,25418399
2000-02-09,15.644463539123535,16.192721126546026,15.501024398704613,16.192721126546026,14956246
2000-02-10,15.861223220825195,15.998287032089971,15.440466767923091,15.440466767923091,19541274
2000-02-11,15.94409465789795,16.4286010061347,15.72096636131202,16.001470579233665,31623752
2000-02-14,16.995983123779297,17.22229975354395,16.02378340121927,16.06522149401216,67707767
2000-02-15,16.18634796142578,17.34023920864565,15.746466753494026,17.333863819837738,50319322
2000-02-16,15.937723159790039,16.38397986190018,15.778346134390329,16.38397986190018,21683665
2000-02-17,15.937723159790039,16.17997639304624,15.746470471562649,15.81022179721801,18448442
2000-02-18,15.370335578918457,16.11621992278776,15.236458868769137,16.049282856451384,16000844
2000-02-21,15.567970275878906,15.86760079096831,15.300218007238954,15.491469443590498,21332035
2000-02-22,15.115336418151855,15.708219362941128,14.917708340309204,15.618969053825282,17503185
2000-02-23,14.920894622802734,15.81021956175206,14.790204939183424,15.612591511154763,13530713
2000-02-24,15.51378059387207,15.746471399743744,14.933647104680459,15.045211931153567,16693494
2000-02-25,15.363964080810547,15.714593771289797,15.24602516712517,15.427715402257178,11083761
2000-02-28,15.647658348083496,15.854848893091704,15.128089104343653,15.363966976165836,15615542
2000-02-29,14.583014488220215,16.702731596145096,14.398137215947312,15.867595531833249,41242798
2000-03-01,15.057955741882324,15.395835856043659,14.343945761335755,14.853953626719465,21711444
2000-03-02,14.407699584960938,15.389463157626663,14.216446924198284,15.236461544511942,24391861
2000-03-03,13.272932052612305,14.528824381903341,13.25699551349583,14.216445791172193,18472003
2000-03-06,13.521564483642578,14.280199821262899,12.950993488532168,13.687316893898625,25168241
2000-03-07,13.228307723999023,13.610813038638476,12.909553724712307,13.521562743630826,21692038
2000-03-08,12.205106735229492,13.323935421300316,12.170044025374917,13.323935421300316,18162937
2000-03-09,11.405031204223633,12.367669750938635,11.229716399265788,12.20829277268044,24882047
2000-03-10,10.863152503967285,11.532537577352844,10.719712661279132,11.532537577352844,13936660
