Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,31.768672943115234,34.57922218422769,26.25810248434565,28.358119938790487,855215656
2007-10-08,30.14234161376953,32.84236248438536,29.952865638371684,32.84236248438536,126671715
2007-10-09,32.194984436035156,32.479196219592744,28.531798439068737,30.158125468004485,116725709
2007-10-10,32.49498748779297,33.15815119704603,32.21077569331334,33.031833178254736,67931378
2007-10-11,36.12660598754883,37.89504172492001,32.21078675114271,37.89504172492001,106320954
2007-10-12,35.88975143432617,37.2318667957815,35.05290388911777,35.36869573887197,99410791
2007-10-15,36.363433837890625,36.852913702631575,36.04764203478051,36.631857727174314,41814972
2007-10-16,40.0739860534668,40.705573919704236,36.158168695276615,36.410800415211355,138614496
2007-10-17,43.200347900390625,44.21087952378073,33.50553162842681,36.00028920312514,204876259
2007-10-18,41.68453598022461,47.19510590086267,39.90031274680358,43.89507910065455,146617799
2007-10-19,41.542415618896484,43.231902328685706,39.47397709792473,40.73714409093354,110266491
2007-10-22,40.98979187011719,42.26874710577262,39.63188439144995,40.705580071438305,72253405
2007-10-23,43.910858154296875,44.30559787937757,42.000315314986224,42.000315314986224,74594921
2007-10-24,43.231929779052734,45.31615749754981,42.74244968854374,44.84246529119816,63055170
2007-10-25,43.13716506958008,44.14770044368678,38.100284640616955,41.76347001775377,34522489
2007-10-26,44.431915283203125,45.1424468131102,42.71084830859254,43.895067525104324,62370025
2007-10-29,45.33192443847656,46.421407871662254,44.937184684887605,45.158240660177604,43657697
2007-10-30,46.34247589111328,47.58985137239454,44.589828211274806,45.94773600149227,79921711
2007-10-31,47.30562210083008,48.347737595869646,46.42140678673621,46.57930268448157,44655368
2007-11-01,46.24770736694336,48.837201167048434,45.8687598753763,48.47404154809693,50632492
2007-11-02,47.08457565307617,47.36879175305787,44.21086887629304,44.57403294111383,32001693
2007-11-05,48.04773712158203,49.10564056896076,46.76877768823139,47.052993751109746,38833135
2007-11-06,48.679325103759766,51.758295605415746,48.016161369839814,48.88458894722996,81880281
2007-11-07,47.96879577636719,50.27407465307252,46.895104303425,49.5793351273811,33593141
2007-11-08,47.147727966308594,48.42668735579654,46.10561671549665,46.73720033009795,27990521
2007-11-12,48.284576416015625,49.137215957564194,44.479282797712145,45.726662074570186,35153735
2007-11-13,49.43722915649414,50.431972705880916,47.542477906918776,49.10564940109902,43830531
2007-11-14,48.78985595703125,51.0003990104422,48.53721989529208,50.3056551946611,36738579
2007-11-15,49.61091232299805,50.4793398926739,48.6793246713381,49.705648162773194,29242252
2007-11-16,49.26353454589844,50.38459374301475,48.69510672563626,49.389850411556544,18895294
2007-11-19,51.04776382446289,52.89514697751061,50.00565244746214,50.38460009218922,40716718
2007-11-20,50.258296966552734,52.263576551325585,49.6425009981761,50.84251288571993,26342171
2007-11-21,46.34247589111328,50.858298515096955,45.22141203466843,50.55829876890614,26814499
2007-11-22,44.74770736694336,47.71615364897482,42.80558869580174,45.85297864291668,34096185
2007-11-23,47.71615219116211,48.00036393966059,45.03191774832041,47.684572156173346,27664090
2007-11-26,48.09510040283203,49.48458341206625,47.716152827513746,49.48458341206625,20159123
2007-11-27,46.91088104248047,48.91615974431819,46.421405486460344,48.91615974431819,20573198
2007-11-28,46.21615219116211,48.158275727213855,45.90036030344008,47.93721969252779,16435311
2007-11-29,44.968780517578125,47.62143173682781,44.38456462041433,47.36879991907144,25530967
2007-11-30,46.705623626708984,46.98983541692731,45.158244517119535,45.78982817680509,18437721
2007-12-03,47.3687858581543,47.953001581899905,46.91088600579135,47.27404574221678,16851227
2007-12-04,46.752994537353516,48.079322020875956,46.40562264564991,47.68458220830393,14008727
2007-12-05,48.61615753173828,48.78984559037973,46.737198905492605,46.831934731514934,27725290
2007-12-06,47.71615219116211,50.41617022669791,47.10035650008192,49.67405867886286,24104710
2007-12-07,47.51089096069336,48.6951103196418,46.65825559217097,48.01615874381819,11742386
2007-12-10,47.558265686035156,48.142477174232724,46.94246987341481,47.96879337231469,8330010
2007-12-11,47.337215423583984,48.25301103091163,47.10037151048882,47.984587072763475,11685950
2007-12-12,47.30562210083008,47.73194188138261,46.42140678673621,46.73719858222693,16342131
2007-12-13,46.51616668701172,48.0003906072732,46.34248282288014,47.368806689409176,14620172
2007-12-14,46.058250427246094,46.78457424714731,45.821406541382856,46.35825439595328,10991851
2007-12-17,43.27928924560547,46.57931617772587,42.63191330739537,46.32668009822867,19355678
2007-12-18,43.08980941772461,44.52666066214358,41.74769401767568,42.789805438550836,21607783
2007-12-19,42.300323486328125,44.85823801951799,41.937163759260564,44.479286131934096,19526912
2007-12-20,41.8740119934082,43.20033957995825,41.68453601201514,42.8529676612712,17105204
2007-12-24,43.15297317504883,43.83192487268207,42.15822530850538,42.50559723942519,16711519
2007-12-26,44.463497161865234,45.0003449422152,43.38980588436577,43.38980588436577,20930094
2007-12-27,44.77928924560547,46.010876432873744,44.40033736496884,45.37929282061304,44565277
2007-12-28,45.12666702270508,45.31614298793763,44.21086723794793,44.68455500942878,18354518
2007-12-31,45.45823287963867,45.72665672488554,44.905597314859726,45.47402503712363,11982308
2008-01-01,46.29508972167969,46.72140953059241,45.26876631806049,45.69508612697321,16687746
2008-01-02,46.0424690246582,46.64247276327051,45.363517312986346,46.29510082516812,13437280
2008-01-03,47.93721008300781,48.12668603429889,45.20561165843035,45.75824735116223,31815218
2008-01-04,47.6845703125,49.263529168887416,47.36877854122252,48.63194562633245,28011310
2008-01-07,47.28984832763672,48.37932777707607,46.78458044752493,47.38458418125696,15858063
2008-01-08,45.67930221557617,48.00037312500731,45.12666648872119,47.33720939614113,13282666
2008-01-09,44.95297622680664,45.93193175216244,44.842448230150204,45.72666792020094,13113527
2008-01-10,43.87929153442383,46.421418711042506,43.57928753836525,45.15825120460882,18023003
2008-01-11,44.542449951171875,44.9687697897337,42.7898026777957,44.4792898701994,11629440
2008-01-14,45.221397399902344,45.695085114150466,43.91086224712264,44.62139381849482,10264240
2008-01-15,43.84770965576172,46.13720066539234,43.48454986949505,45.94772897391496,11558334
2008-01-16,42.947696685791016,43.89507215901285,41.858217461506364,43.53191241758463,14834065
2008-01-17,44.100341796875,45.079297343039904,42.18979862320458,43.10559408902303,16169395
2008-01-18,42.047691345214844,43.78454629404994,41.68452733844344,43.737174096157645,13254156
2008-01-21,34.8950080871582,41.684532880789455,30.394972070709024,41.684532880789455,33202389
2008-01-22,31.389724731445312,33.1581603498706,24.931778218432203,31.452882687474563,58755707
2008-01-23,34.8950080871582,36.23712345334112,31.894985503925785,31.894985503925785,28425991
2008-01-24,34.97395706176758,37.4529240194337,33.31604979675027,36.77397237706686,29911930
2008-01-25,36.77396774291992,36.94765153075412,35.28974447466137,36.63185971054598,12550722
2008-01-28,37.16870880126953,37.45292059262791,33.31604674845337,36.268701225967305,13601109
2008-01-29,36.552921295166016,37.800301023812715,36.0002854655735,37.26345307607068,7679877
2008-01-30,34.53184509277344,36.78975575911988,34.0739452384679,36.63185984842151,9016102
2008-01-31,32.2739372253418,34.98974816173187,31.89498740997591,34.895010172490224,41538563
2008-02-01,33.394996643066406,33.631840530134944,32.52656905714842,32.8265708857818,9089201
2008-02-04,35.116058349609375,35.52658814191313,34.02657700428041,34.02657700428041,12009385
2008-02-05,36.20554733276367,36.67923516036508,34.42132403877202,35.17922370629396,14593303
2008-02-06,35.88975143432617,36.31607128813455,33.88447447334736,35.21079981399487,12429218
2008-02-07,34.200260162353516,36.61606866275582,33.979206335665765,35.40026940357295,11300078
2008-02-08,33.31605529785156,34.70553885465544,32.700259355885265,34.421326990364044,13514197
